245592
615176.33	6758307.64	564.80
615179.37	6758303.17	564.86
615182.88	6758298.02	564.86
615186.73	6758292.39	564.76
615190.85	6758286.36	564.73
615194.95	6758280.41	565.87
615199.29	6758274.03	565.31
615195.39	6758275.91	564.95
615190.77	6758282.65	565.37
615186.02	6758289.53	564.61
615182.86	6758294.32	570.52
615178.10	6758301.03	564.75
615174.66	6758306.05	564.79
615171.88	6758310.09	564.87
615173.55	6758307.54	564.78
615176.50	6758303.21	564.84
615179.94	6758298.17	564.80
615183.35	6758293.19	564.74
615187.39	6758287.28	564.58
615191.78	6758280.88	565.22
615198.78	6758271.17	578.77
615199.31	6758266.06	565.04
615198.14	6758268.36	581.25
615190.98	6758278.20	565.86
615186.64	6758284.49	565.18
615182.02	6758291.17	564.70
615178.66	6758296.07	564.90
615174.79	6758301.69	564.83
615171.51	6758306.46	564.78
615169.45	6758309.36	564.80
615171.93	6758305.72	564.79
615174.97	6758301.25	564.76
615178.14	6758296.61	564.82
615180.79	6758292.74	564.76
615184.01	6758288.04	564.74
615188.07	6758282.17	566.13
615192.36	6758275.88	565.77
615198.76	6758267.01	578.09
615199.85	6758264.89	564.42
615196.87	6758265.69	568.82
615192.17	6758272.43	566.39
615187.97	6758278.54	566.58
615183.53	6758284.94	565.28
615179.84	6758290.28	564.80
615176.04	6758295.79	564.82
615172.25	6758301.30	564.84
615170.19	6758304.50	570.20
615167.13	6758308.65	564.80
615170.28	6758304.23	569.43
615172.26	6758301.14	564.80
615175.71	6758296.10	564.76
615179.17	6758291.05	564.92
615181.98	6758286.95	564.80
615187.10	6758279.73	571.58
615190.11	6758275.15	566.97
615194.51	6758268.70	566.46
615198.59	6758262.64	563.73
615197.02	6758261.29	566.74
615192.35	6758268.09	566.95
615187.77	6758274.76	567.66
615183.37	6758281.12	566.73
615179.74	6758286.48	569.09
615174.99	6758293.21	564.90
615171.02	6758298.97	564.77
615167.65	6758303.88	564.77
615164.94	6758307.80	564.77
615167.08	6758304.60	564.84
615170.04	6758300.25	564.80
615173.53	6758295.17	564.90
615177.43	6758289.49	565.22
615179.93	6758285.86	565.55
615184.09	6758279.85	567.40
615188.80	6758273.05	569.12
615192.87	6758267.00	566.80
615197.06	6758260.91	567.15
615199.20	6758253.88	562.48
615195.53	6758259.32	565.55
615191.02	6758265.90	566.63
615186.52	6758272.49	567.73
615183.22	6758277.27	567.73
615180.12	6758281.80	568.46
615175.98	6758287.70	565.88
615172.76	6758292.48	568.85
615168.81	6758298.06	564.80
615165.43	6758302.97	564.78
615162.75	6758306.85	564.82
615164.92	6758303.59	564.81
615167.90	6758299.21	564.85
615172.45	6758292.78	570.10
615174.18	6758290.08	565.67
615179.20	6758282.95	570.56
615184.44	6758275.59	577.86
615185.08	6758274.27	567.86
615189.38	6758267.95	566.89
615193.51	6758261.83	564.53
615196.93	6758256.79	563.06
615198.77	6758250.35	562.52
615194.92	6758256.20	569.67
615190.73	6758262.10	564.85
615186.43	6758268.43	566.97
615184.31	6758271.90	577.81
615179.81	6758278.27	573.58
615175.31	6758284.71	570.95
615171.00	6758290.83	568.03
615167.01	6758296.50	564.78
615165.04	6758299.55	570.20
615161.98	6758303.80	564.88
615162.69	6758302.67	564.85
615164.69	6758299.75	565.07
615167.65	6758295.41	564.94
615170.48	6758291.29	565.36
615175.20	6758284.59	570.13
615181.00	6758276.48	578.96
615184.48	6758271.33	577.47
615186.76	6758267.59	566.57
615190.97	6758261.36	564.77
615196.05	6758254.15	569.91
615199.32	6758249.10	562.64
615195.57	6758250.86	563.11
615192.07	6758256.08	567.09
615187.51	6758262.63	565.44
615183.47	6758268.53	566.51
615181.52	6758271.79	578.14
615176.21	6758279.10	567.51
615171.90	6758285.29	565.94
615167.69	6758291.36	565.43
615164.36	6758296.17	565.20
615161.66	6758300.15	566.70
615161.65	6758300.13	568.73
615163.19	6758297.72	564.88
615165.73	6758294.01	565.18
615168.25	6758290.35	565.70
615172.11	6758284.75	566.06
615176.48	6758278.43	567.62
615181.14	6758272.06	578.43
615182.77	6758269.22	566.78
615187.00	6758263.00	565.39
615192.42	6758255.27	569.85
615194.87	6758251.44	563.14
615199.00	6758245.41	562.95
615196.68	6758245.07	563.42
615192.01	6758251.85	563.63
615188.08	6758257.61	565.29
615185.26	6758261.69	565.40
615180.65	6758268.39	565.96
615176.23	6758274.85	567.39
615172.58	6758280.14	567.38
615167.94	6758286.80	565.83
615164.01	6758292.49	565.78
615160.77	6758297.14	564.89
615158.02	6758301.12	564.79
615160.17	6758297.86	564.88
615163.98	6758292.56	571.87
615166.08	6758289.25	565.70
615169.95	6758283.62	566.17
615174.67	6758276.95	571.60
615177.58	6758272.53	567.02
615181.27	6758267.09	565.72
615186.96	6758259.12	574.28
615189.30	6758255.34	564.74
615193.65	6758248.94	563.35
615197.31	6758243.60	563.09
615198.20	6758238.71	563.73
615193.47	6758245.56	563.48
615189.65	6758251.26	568.29
615186.89	6758255.56	576.14
615181.10	6758263.55	565.33
615177.25	6758269.20	567.43
615172.81	6758275.67	568.57
615170.15	6758279.70	573.19
615165.27	6758286.49	565.90
615161.33	6758292.18	565.49
615159.38	6758295.13	568.97
615156.52	6758299.12	564.79
615156.83	6758298.70	568.59
615157.77	6758297.18	564.98
615160.13	6758293.73	565.22
615163.60	6758288.69	565.72
615167.45	6758283.10	566.19
615170.02	6758279.39	567.01
615173.78	6758273.91	567.05
615178.46	6758267.16	568.83
615184.71	6758258.50	580.55
615186.90	6758254.91	570.45
615190.07	6758250.18	567.81
615193.86	6758244.48	563.27
615199.42	6758236.60	568.48
615195.84	6758237.89	563.46
615191.56	6758244.16	565.73
615187.61	6758249.85	564.67
615183.98	6758255.23	567.95
615179.26	6758261.97	565.41
615175.46	6758267.47	565.38
615171.46	6758273.31	566.48
615166.95	6758279.86	566.60
615164.24	6758283.97	572.16
615160.20	6758289.59	565.86
615156.86	6758294.40	564.93
615154.82	6758297.36	565.18
615155.00	6758297.16	569.49
615156.04	6758295.46	564.76
615158.89	6758291.30	565.29
615162.62	6758286.05	570.00
615164.48	6758283.20	566.32
615168.56	6758277.27	566.72
615172.25	6758271.87	566.20
615176.23	6758266.18	568.74
615179.19	6758261.73	565.49
615184.14	6758254.88	574.79
615186.05	6758251.74	565.34
615189.95	6758245.99	564.03
615194.05	6758240.01	563.59
615198.83	6758233.09	564.43
615195.63	6758234.12	563.84
615192.42	6758238.97	569.47
615188.78	6758244.07	564.81
615184.81	6758249.87	566.21
615180.90	6758255.70	570.46
615175.19	6758263.77	565.28
615171.11	6758269.80	568.49
615166.11	6758276.97	566.51
615163.30	6758281.33	574.04
615159.69	6758286.39	570.14
615156.65	6758290.71	567.79
615153.95	6758294.70	569.80
615152.22	6758297.01	567.23
615153.98	6758294.34	564.80
615157.89	6758288.85	570.36
615160.20	6758285.52	571.68
615163.83	6758280.24	571.25
615166.46	6758276.22	566.43
615170.13	6758270.84	565.81
615173.54	6758265.86	565.39
615177.83	6758259.65	566.72
615182.12	6758253.45	567.58
615186.20	6758247.40	564.76
615191.07	6758240.56	571.26
615194.34	6758235.51	563.62
615198.82	6758229.05	565.46
615195.27	6758230.76	569.14
615190.61	6758237.41	566.48
615188.68	6758240.67	579.02
615183.17	6758248.19	566.79
615180.01	6758252.98	572.54
615175.65	6758259.10	566.86
615171.10	6758265.63	565.31
615166.94	6758271.66	565.61
615163.51	6758276.67	566.70
615160.76	6758280.86	572.35
615158.58	6758284.32	580.74
615152.50	6758292.54	564.74
615149.66	6758296.64	564.83
615150.81	6758294.87	564.74
615153.68	6758290.68	564.77
615159.15	6758283.16	576.59
615160.48	6758280.86	566.83
615163.63	6758276.27	566.62
615167.57	6758270.48	565.32
615173.13	6758262.62	571.50
615176.47	6758257.62	567.78
615181.32	6758250.61	569.20
615187.91	6758241.54	582.61
615188.91	6758239.41	565.30
615193.32	6758232.94	564.01
615197.32	6758227.29	568.40
615197.44	6758223.46	567.30
615193.17	6758229.73	569.42
615187.64	6758237.55	564.49
615184.48	6758242.15	565.23
615181.34	6758246.83	568.57
615177.10	6758252.97	568.54
615173.14	6758258.66	567.52
615169.41	6758263.99	565.32
615166.12	6758268.75	565.29
615162.90	6758273.67	571.97
615159.16	6758279.18	574.45
615153.38	6758287.18	565.01
615150.13	6758291.90	564.94
615147.60	6758295.55	564.94
615150.17	6758291.81	567.09
615152.54	6758288.24	564.76
615156.82	6758282.25	570.85
615161.52	6758275.61	575.62
615163.18	6758272.81	566.00
615166.40	6758268.09	565.21
615173.31	6758258.45	576.14
615176.50	6758253.64	571.55
615179.02	6758249.82	567.93
615182.64	6758244.44	565.11
615185.37	6758240.46	564.93
615189.87	6758233.89	564.16
615194.65	6758226.98	565.00
615199.47	6758219.99	566.25
615196.36	6758221.07	567.59
615193.19	6758225.59	565.28
615188.83	6758231.87	564.34
615184.29	6758238.47	565.13
615181.06	6758243.16	565.47
615176.85	6758249.34	568.14
615172.20	6758256.10	568.43
615168.79	6758261.10	570.26
615164.06	6758267.77	565.24
615161.21	6758272.13	571.49
615157.26	6758277.69	567.03
615154.19	6758282.08	566.04
615150.61	6758287.22	564.86
615147.82	6758291.26	565.04
615146.81	6758292.64	565.09
615150.07	6758287.98	568.06
615152.29	6758284.62	565.06
615156.58	6758278.66	572.06
615160.41	6758273.08	571.98
615162.51	6758269.80	566.04
615166.28	6758264.29	565.57
615172.37	6758255.66	571.98
615176.26	6758249.86	568.38
615180.32	6758243.85	565.50
615184.38	6758237.90	564.99
615188.90	6758231.31	564.31
615194.12	6758223.85	567.75
615198.35	6758217.59	565.55
615196.11	6758217.26	565.21
615191.39	6758224.10	564.68
615186.71	6758230.87	564.59
615185.11	6758233.73	579.17
615178.98	6758242.11	565.89
615175.20	6758247.67	568.35
615170.74	6758254.18	569.70
615165.72	6758261.31	565.62
615161.50	6758267.42	565.61
615158.57	6758271.96	573.47
615154.88	6758277.25	572.05
615150.31	6758283.59	565.10
615146.94	6758288.47	565.34
615144.79	6758291.70	568.06
615145.51	6758290.45	565.21
615148.31	6758286.35	565.05
615152.31	6758280.65	568.22
615154.59	6758277.29	566.72
615158.79	6758271.29	569.98
615161.66	6758266.95	565.51
615165.11	6758261.93	565.45
615169.64	6758255.44	568.23
615174.29	6758248.68	568.60
615177.97	6758243.23	566.13
615182.53	6758236.77	570.95
615187.46	6758229.79	575.30
615189.74	6758226.06	564.64
615194.40	6758219.27	564.89
615199.90	6758211.49	570.26
615196.03	6758213.50	568.58
615191.71	6758219.62	564.93
615186.99	6758226.46	564.55
615184.99	6758229.81	576.98
615179.85	6758236.95	569.11
615175.73	6758242.84	567.01
615171.41	6758249.17	569.13
615166.57	6758256.15	568.49
615162.27	6758262.28	565.74
615158.62	6758267.66	568.46
615156.03	6758271.60	573.32
615151.12	6758278.48	567.79
615147.60	6758283.56	567.26
615144.35	6758288.21	565.70
615142.07	6758291.39	565.19
615144.69	6758287.58	565.93
615147.61	6758283.30	565.18
615151.14	6758278.23	567.01
615154.55	6758273.27	566.81
615158.33	6758267.70	565.28
615164.95	6758258.53	577.21
615167.60	6758254.31	568.12
615172.32	6758247.47	568.84
615177.52	6758240.03	572.19
615180.46	6758235.48	565.55
615185.67	6758228.15	571.44
615188.62	6758223.58	564.53
615193.31	6758216.76	564.99
615197.31	6758210.91	564.12
615196.89	6758208.11	563.89
615192.45	6758214.57	565.00
615187.83	6758221.28	565.08
615183.61	6758227.38	565.05
615179.06	6758233.99	565.79
615176.93	6758237.31	572.07
615172.43	6758243.86	573.03
615168.58	6758249.51	574.96
615163.77	6758256.18	567.02
615159.18	6758262.76	565.25
615155.93	6758267.63	569.77
615151.36	6758274.14	566.76
615146.95	6758280.44	565.10
615143.57	6758285.36	565.80
615140.94	6758289.17	565.67
615141.43	6758288.36	565.78
615143.89	6758284.76	565.70
615147.05	6758280.12	565.20
615151.01	6758274.41	566.52
615154.52	6758269.28	566.13
615158.11	6758264.03	565.15
615162.36	6758257.90	566.82
615168.28	6758249.58	574.37
615172.26	6758243.75	573.72
615175.29	6758239.10	567.79
615179.05	6758233.55	565.61
615183.58	6758226.94	565.04
615187.27	6758221.55	565.01
615190.95	6758216.18	564.98
615194.93	6758210.36	563.99
615199.62	6758203.55	564.60
615195.32	6758206.39	564.09
615192.55	6758210.39	564.20
615189.06	6758215.49	565.49
615184.91	6758221.52	565.58
615180.23	6758228.29	565.51
615176.11	6758234.36	568.62
615171.71	6758240.70	567.67
615167.59	6758246.68	568.30
615163.85	6758252.28	573.34
615157.68	6758260.93	565.76
615152.97	6758267.74	565.31
615149.25	6758273.17	566.55
615145.32	6758278.80	565.22
615142.27	6758283.24	566.26
615141.82	6758284.35	578.29
615141.69	6758284.43	578.68
615142.30	6758283.22	570.38
615143.71	6758280.95	565.21
615146.63	6758276.73	565.74
615151.46	6758269.89	570.69
615153.66	6758266.48	565.46
615158.03	6758260.13	565.95
615163.23	6758252.64	567.64
615167.47	6758246.49	568.32
615171.91	6758239.98	567.57
615175.94	6758234.19	569.36
615179.87	6758228.33	565.51
615184.09	6758222.19	565.82
615188.75	6758215.51	568.82
615192.63	6758209.80	567.32
615195.32	6758205.77	564.07
615199.49	6758196.35	564.20
615196.27	6758201.11	567.12
615191.56	6758207.81	563.72
615187.64	6758213.63	567.96
615182.98	6758220.37	567.85
615178.02	6758227.49	566.19
615173.88	6758233.48	566.61
615171.02	6758237.91	574.03
615166.65	6758244.11	570.64
615161.99	6758250.77	568.43
615158.26	6758256.35	573.32
615152.95	6758263.72	565.03
615150.18	6758267.87	568.82
615146.66	6758272.93	567.70
615143.36	6758277.69	567.90
615141.71	6758280.28	573.57
615138.14	6758285.19	566.21
615137.87	6758285.71	570.47
615139.61	6758283.04	569.41
615141.95	6758279.57	568.03
615145.42	6758274.63	571.19
615149.54	6758268.74	573.97
615150.86	6758266.47	565.13
615154.00	6758262.04	568.56
615157.35	6758257.23	570.71
615161.18	6758251.63	570.39
615164.25	6758247.06	567.77
615169.09	6758240.17	571.62
615172.62	6758234.90	568.43
615177.00	6758228.58	569.79
615180.93	6758222.72	565.90
615186.36	6758214.98	570.75
615189.77	6758209.74	563.66
615195.23	6758202.11	571.75
615198.74	6758196.86	567.95
615197.49	6758195.47	569.67
615192.53	6758202.46	564.58
615188.59	6758208.21	565.94
615184.13	6758214.70	566.90
615180.11	6758220.57	567.76
615177.50	6758224.48	571.46
615172.03	6758232.22	566.97
615167.61	6758238.69	568.42
615163.19	6758245.05	567.42
615158.85	6758251.40	569.31
615154.45	6758257.64	565.93
615151.50	6758261.88	564.92
615148.88	6758265.92	571.65
615144.43	6758272.29	569.73
615140.92	6758277.31	568.35
615138.55	6758280.65	565.91
615136.79	6758283.20	566.39
615138.32	6758280.99	569.37
615139.83	6758278.77	569.05
615141.82	6758275.72	565.39
615145.82	6758269.93	566.01
615150.12	6758263.90	572.07
615152.41	6758260.29	565.10
615157.47	6758253.17	571.33
615160.11	6758249.14	566.89
615164.38	6758242.95	567.86
615169.84	6758235.20	572.65
615172.95	6758230.45	567.06
615177.50	6758223.81	566.68
615182.05	6758217.26	569.01
615185.36	6758212.25	564.07
615190.62	6758204.75	568.09
615194.80	6758198.57	565.54
615199.90	6758191.27	568.87
615197.04	6758191.92	564.61
615194.48	6758195.89	571.57
615189.68	6758202.59	564.69
615184.86	6758209.51	563.56
615180.86	6758215.33	564.63
615176.15	6758222.26	566.92
615171.58	6758228.89	567.52
615168.39	6758233.81	575.68
615162.76	6758241.69	568.08
615158.21	6758248.22	566.45
615153.49	6758255.04	566.35
615148.96	6758261.52	564.36
615145.38	6758266.85	568.29
615141.99	6758271.67	565.49
615139.73	6758275.16	572.02
615136.15	6758280.14	566.48
615136.39	6758279.90	572.54
615137.33	6758278.28	566.12
615140.10	6758274.30	567.76
615143.93	6758268.80	569.57
615145.56	6758266.23	564.55
615149.16	6758260.99	564.40
615154.36	6758253.62	569.32
615158.76	6758247.21	569.54
615162.12	6758242.27	568.12
615166.72	6758235.57	568.21
615170.72	6758229.71	567.45
615175.65	6758222.62	569.24
615179.52	6758216.81	564.92
615184.28	6758210.01	568.55
615187.61	6758204.98	563.71
615192.52	6758197.91	565.61
615196.04	6758192.75	564.67
615199.90	6758187.30	568.87
615198.32	6758186.36	569.52
615193.90	6758192.58	564.73
615190.60	6758197.66	572.78
615185.46	6758204.78	563.87
615181.66	6758210.25	563.39
615178.33	6758215.36	571.04
615174.09	6758221.49	570.63
615169.36	6758228.22	567.60
615164.83	6758234.81	568.51
615160.63	6758240.90	568.62
615155.42	6758248.35	565.98
615150.96	6758254.76	564.75
615147.61	6758259.60	564.07
615144.08	6758264.70	564.19
615141.71	6758268.45	572.69
615137.96	6758273.59	565.25
615135.27	6758277.53	566.46
615133.15	6758280.59	566.50
615135.09	6758277.69	567.23
615138.46	6758272.86	569.36
615141.50	6758268.57	572.75
615142.76	6758266.41	564.57
615146.20	6758261.38	564.02
615150.49	6758255.16	564.59
615154.65	6758249.15	565.87
615160.30	6758241.15	572.15
615164.21	6758235.32	568.60
615168.68	6758228.79	567.90
615173.80	6758221.45	570.84
615177.59	6758215.86	568.82
615180.83	6758210.93	563.55
615185.45	6758204.21	563.58
615191.29	6758196.01	571.26
615194.34	6758191.31	564.61
615198.88	6758184.81	567.34
615197.59	6758183.42	568.25
615194.41	6758188.04	568.36
615189.78	6758194.63	565.21
615186.87	6758198.81	564.33
615183.15	6758204.39	569.75
615178.86	6758210.37	563.49
615176.22	6758214.24	564.24
615171.89	6758220.58	566.19
615168.94	6758225.21	575.81
615163.43	6758232.93	568.54
615159.59	6758238.66	573.10
615154.49	6758245.79	565.98
615149.40	6758253.08	563.93
615145.98	6758258.18	567.53
615142.32	6758263.54	568.82
615137.50	6758270.36	564.86
615134.21	6758275.15	565.80
615131.60	6758278.97	566.69
615133.19	6758276.55	566.43
615135.81	6758272.67	564.85
615139.91	6758266.90	569.85
615142.42	6758263.23	569.41
615144.04	6758260.64	563.74
615146.44	6758257.14	563.33
615150.47	6758251.31	564.33
615154.32	6758245.77	566.10
615159.17	6758238.95	572.63
615162.07	6758234.58	568.53
615166.52	6758228.07	567.77
615170.06	6758222.89	566.94
615174.71	6758216.23	569.81
615178.55	6758210.56	568.08
615181.49	6758206.11	563.64
615184.70	6758201.44	563.52
615189.62	6758194.35	565.49
615193.50	6758188.64	564.04
615197.47	6758182.94	566.00
615199.04	6758177.17	562.42
615196.05	6758181.67	566.80
615193.38	6758185.56	567.28
615190.26	6758190.10	567.92
615185.54	6758196.80	564.28
615181.41	6758202.89	567.22
615176.60	6758209.71	563.41
615172.82	6758215.39	568.44
615168.30	6758221.87	566.62
615163.88	6758228.33	568.03
615162.12	6758231.46	583.83
615154.64	6758241.65	566.37
615150.30	6758248.01	568.21
615144.71	6758255.92	563.39
615142.06	6758259.93	568.07
615137.81	6758265.93	563.73
615134.20	6758271.20	564.71
615131.28	6758275.48	566.14
615129.99	6758277.27	566.57
615132.91	6758273.07	568.09
615135.24	6758269.52	564.05
615139.95	6758262.88	569.50
615141.07	6758261.02	563.52
615144.71	6758255.71	563.32
615149.80	6758248.55	569.70
615153.39	6758243.16	565.56
615157.87	6758236.70	567.58
615163.42	6758229.03	577.84
615165.70	6758225.31	567.75
615169.54	6758219.66	565.97
615172.91	6758214.68	564.15
615177.40	6758208.10	563.39
615182.02	6758201.39	563.39
615185.83	6758195.88	564.17
615188.98	6758191.28	563.79
615193.60	6758184.66	567.02
615195.66	6758181.50	562.59
615198.33	6758177.59	562.19
615197.21	6758175.93	561.96
615193.97	6758180.84	567.66
615189.93	6758186.71	568.19
615186.09	6758192.24	567.11
615181.38	6758198.94	563.59
615177.23	6758205.05	566.42
615173.03	6758211.05	563.47
615170.13	6758215.52	570.95
615166.17	6758221.21	569.54
615162.16	6758226.95	568.03
615160.06	6758230.61	584.49
615153.46	6758239.70	571.66
615148.27	6758246.96	564.06
615144.34	6758252.61	563.13
615139.85	6758259.13	563.24
615136.52	6758264.11	567.62
615132.78	6758269.46	565.90
615130.25	6758273.24	569.15
615127.65	6758276.82	566.13
615129.57	6758274.01	566.37
615132.51	6758269.73	566.54
615134.94	6758266.07	563.59
615139.19	6758259.98	566.00
615142.91	6758254.66	568.55
615145.26	6758251.03	563.46
615150.48	6758243.68	570.29
615154.11	6758238.32	568.24
615160.92	6758229.06	585.26
615161.84	6758227.05	568.00
615166.15	6758220.82	568.95
615170.27	6758214.82	568.77
615173.03	6758210.58	563.40
615178.34	6758203.00	567.55
615181.84	6758197.76	563.72
615185.54	6758192.37	563.86
615190.49	6758185.26	566.15
615193.86	6758180.39	567.41
615196.24	6758176.72	562.08
615199.27	6758168.97	562.22
615195.63	6758174.36	565.39
615191.02	6758180.93	562.11
615187.49	6758186.08	563.01
615184.33	6758190.68	563.46
615181.18	6758195.27	563.90
615177.00	6758201.31	563.84
615172.33	6758208.09	563.58
615168.20	6758214.09	563.96
615164.72	6758219.19	565.34
615160.48	6758225.42	567.80
615156.69	6758230.90	567.58
615153.12	6758236.21	571.14
615147.56	6758244.01	564.03
615144.13	6758249.22	570.25
615140.56	6758254.22	565.84
615136.96	6758259.34	562.98
615133.02	6758265.04	563.25
615130.66	6758268.65	568.50
615128.25	6758272.03	565.29
615126.21	6758275.00	565.54
615130.63	6758268.84	575.35
615130.85	6758268.15	565.65
615133.67	6758263.97	563.45
615136.51	6758259.81	563.07
615139.16	6758255.94	562.60
615142.82	6758250.75	566.72
615146.08	6758245.90	563.84
615151.40	6758238.33	568.78
615154.67	6758233.49	566.84
615158.95	6758227.30	567.71
615163.28	6758220.93	566.24
615167.11	6758215.29	564.46
615171.09	6758209.46	563.36
615175.28	6758203.35	563.69
615179.89	6758196.64	563.65
615184.65	6758189.86	567.56
615187.26	6758186.03	566.71
615190.21	6758181.56	562.20
615194.27	6758175.85	567.95
615197.75	6758170.75	566.93
615198.84	6758165.62	561.63
615195.28	6758170.91	565.37
615192.01	6758175.53	561.83
615187.91	6758181.59	564.91
615185.34	6758185.46	569.04
615181.80	6758190.51	567.02
615178.10	6758195.77	564.14
615173.89	6758201.85	563.86
615170.26	6758207.14	564.27
615165.97	6758213.35	563.66
615161.71	6758219.60	565.98
615157.29	6758226.06	567.46
615153.33	6758231.76	566.33
615149.68	6758236.97	564.50
615145.30	6758243.30	563.69
615142.40	6758247.74	570.30
615138.62	6758252.94	562.52
615135.83	6758257.10	565.99
615132.89	6758261.48	569.24
615129.79	6758265.97	569.53
615129.41	6758266.72	575.13
615128.44	6758268.16	575.71
615129.04	6758267.29	579.26
615129.53	6758266.33	572.99
615129.64	6758265.80	563.32
615133.06	6758260.83	563.42
615137.04	6758255.13	566.38
615139.48	6758251.43	562.39
615144.63	6758244.10	567.24
615147.68	6758239.58	564.96
615152.67	6758232.58	572.47
615155.27	6758228.58	566.82
615160.15	6758221.62	571.01
615163.56	6758216.41	564.38
615167.10	6758211.22	563.48
615172.19	6758204.11	571.75
615173.63	6758201.71	563.97
615177.79	6758195.65	564.10
615183.31	6758187.84	569.87
615186.68	6758182.86	568.14
615190.24	6758177.54	564.64
615194.45	6758171.43	565.48
615198.01	6758166.10	561.83
615196.57	6758164.86	561.60
615192.02	6758171.46	561.74
615187.76	6758177.72	563.74
615184.02	6758183.23	566.23
615180.81	6758187.78	563.40
615177.04	6758193.44	568.54
615172.94	6758199.48	571.58
615167.91	6758206.49	563.67
615165.12	6758210.74	569.01
615162.65	6758214.48	573.46
615157.76	6758221.41	569.56
615153.33	6758227.69	565.82
615149.40	6758233.44	567.50
615144.95	6758239.94	568.71
615141.04	6758245.40	562.96
615136.77	6758251.55	562.14
615134.16	6758255.49	566.43
615129.87	6758261.57	563.00
615126.78	6758266.05	563.42
615127.22	6758265.96	578.25
615123.26	6758271.07	563.90
615127.12	6758265.79	573.36
615127.33	6758265.09	563.28
615130.58	6758260.34	562.92
615133.47	6758256.12	562.58
615136.56	6758251.60	562.21
615139.91	6758246.72	562.41
615144.22	6758240.70	569.21
615146.70	6758236.87	563.89
615151.88	6758229.45	567.30
615155.46	6758224.22	566.89
615159.79	6758217.85	565.36
615163.12	6758213.03	565.99
615166.34	6758208.24	563.24
615170.58	6758202.07	563.79
615174.34	6758196.60	564.30
615178.63	6758190.50	568.09
615182.26	6758185.21	567.88
615185.43	6758180.36	561.88
615189.04	6758175.07	561.60
615193.17	6758169.07	561.79
615197.64	6758162.52	561.30
615198.40	6758158.13	561.58
615194.74	6758163.44	561.47
615190.21	6758170.01	561.76
615185.61	6758176.68	561.67
615182.54	6758181.27	565.55
615180.04	6758185.06	569.99
615175.51	6758191.63	570.42
615171.83	6758196.76	564.81
615167.89	6758202.41	563.47
615164.54	6758207.35	565.56
615161.21	6758212.17	565.16
